12551.680003	210241.836005	1493438.52627	4339675.85405	8586335.47043	14421086.6035	21900388.9715	31018257.9391	41721667.3597	53920760.7349	67497091.2888	82310614.1575	98205709.8688	115016389.95	132570784.797	150694989.461	169216329.645	187966102.162	206781838.975	225509140.28	244003119.319	262129499.244	279765400.195	296799852.67	313134071.205	328681520.256	343367802.054	357130394.036	369918261.28	381691367.207	392420103.666	402084659.427	410674344.087	418186882.425	424627692.412	430009158.323	434349908.761	437674107.894	440010766.808	441393080.6	441857795.689	441444610.786	440195614.032	438154758.019	435367373.676	431879723.402	427738593.296	422990923.886	417683478.412	411862547.371	405573687.864	398861496.013	391769410.67	384339546.473	376612554.29	368627507.056	360421808.998	352031126.302	343489337.27	334828500.124	326078836.657	317268730.017	308424735.002	299571599.339	290732294.515	281928054.807	273178423.296	264501303.704	255913017.013	247428361.908	239060678.175	230821912.273	222722684.373	214772356.239	206979099.389	199349963.062	191890941.54	184607040.478	177502341.914	170580067.686	163842641.054	157291746.311	150928386.273	144752937.502	138765203.208	132964463.743	127349524.68	121918762.444	116670167.513	111601385.197	106709754.043	101992341.896	97445979.6822	93067292.9764	88852731.4132	84798596.0297	80901064.6102	77156215.1163	73560047.2884	70108502.5	66797481.9529	63622863.2975	60580515.7618	57666313.8746	54876149.8618	52205944.7983	49651658.5908	47209298.8687	44874928.8539	42644674.2809	40514729.4332	38481362.3608	36540919.34	34689828.6332	32924603.6051	31241845.2472	29638244.16	28110582.0409	26655732.7201	25270662.788	23952431.851	22698192.4541	21505189.7022	20370760.614	19292333.2357	18267425.5444	17293644.1641	16368682.9201	15490321.2518	14656422.5047	13864932.12	13113875.7385	12401357.2344	11725556.6925	11084728.3428	10477198.463	9901363.26023	9355686.74132	8838698.57986	8348991.98831	7885221.60163	7446101.37866	7030402.52662	6636951.45343	6264627.75213	5912362.22071	5579134.92072	5263973.27707	4965950.22122	4684182.37965	4417828.30892	4166086.77857	3928195.10248	3703427.51952	3491093.6236	3290536.84328	3101132.97092	2922288.74114	2753440.45803	2594052.67081	2443616.89708	2301650.39316	2167694.97037	2041315.85669	1922100.60258	1809658.03002	1703617.22377	1603626.56365	1509352.7968	1420480.14866	1336709.47176	1257757.43076	1183355.72302	1113250.33322	1047200.82091	984979.640104	926371.489347	871172.691569	819190.602328	770243.045501	724157.775318	680771.963727	639931.712056	601491.585999	565314.172974	531269.660897	499235.437497	469095.709269	440741.139223	414068.502623	388980.359886	365384.745912	343194.875075	322328.861181	302709.451693	284263.775568	266923.104073	250622.623955	235301.222403	220901.28321
37676.4874518	631666.773031	4496784.3328	12970692.2301	25629388.8448	43016117.6569	65294575.3179	92442854.8097	124299024.436	160591609.392	200964238.15	244996561.818	292222269.578	342144648.693	394249988.478	448019055.313	502936826.029	558500643.202	614226940.445	669656674.923	724359595.932	777937471.247	830026386.416	880298225.865	928461438.364	974261182.987	1017478945.23	1057931706.36	1095470742.41	1129980122.79	1161374971.74	1189599549.79	1214625206.01	1236448246.0	1255087755.15	1270583411.04	1282993314.3	1292391862.52	1298867687.45	1302521672.26	1303465061.78	1301817675.86	1297706232.95	1291262788.85	1282623293.18	1271926264.58	1259311583.78	1244919402.67	1228889166.2	1211358743.14	1192463661.05	1172336440.25	1151106021.14	1128897279.18	1105830621.23	1082021657.56	1057580943.17	1032613782.58	1007220092.42	981494315.983	955525384.472	929396719.836	903186274.252	876966601.728	850804957.539	824763421.499	798899041.395	773263993.19	747905754.872	722867291.137	698187246.327	673900143.319	650036586.29	626623465.524	603684162.627	581238754.715	559304216.349	537894618.128	517021321.031	496693165.742	476916656.309	457696137.636	439033966.377	420930674.935	403385128.325	386394673.769	369955282.924	354061686.737	338707502.943	323885356.305	309586991.681	295803380.101	282524817.999	269741019.818	257441204.205	245614174.011	234248390.362	223332041.035	212853103.396	202799402.175	193158662.31	183918557.141	175066752.202	166590944.857	158478900.029	150718482.265	143297684.367	136204652.813	129427710.184	122955374.807	116776377.82	110879677.837	105254473.407	99890213.4271	94776605.6957	89903623.7336	85261512.0414	80840789.9213	76632253.9962	72626979.5472	68816320.7859	65191910.1652	61745656.8319	58469744.3114	55356627.5125	52399029.1313	49589935.5294	46922592.1548	44390498.5673	41987403.1292	39707297.4123	37544410.3715	35493202.3286	33548358.8091	31704784.2657	29957595.7263	28302116.3923	26733869.2186	25248570.4972	23842123.4668	22510611.9692	21250294.1684	20057596.3472	18929106.7971	17861569.8098	16851879.7828	15897075.4464	14994334.2193	14140966.6988	13334411.2908	12572228.9826	11852098.2621	11171810.1845	10529263.5884	9922460.46254	9349501.46117	8808581.56945	8297985.91681	7816085.73716	7361334.47391	6932264.02789	6527481.14551	6145663.94462	5785558.57518	5445976.01163	5125788.97384	4823928.97332	4539383.48129	4271193.21518	4018449.54002	3780291.98126	3555905.8454	3344519.94499	3145404.42438	2957868.6828	2781259.39127	2614958.6	2458381.9328	2310976.86531	2172221.0838	2041620.92132	1918709.86821	1803047.15377	1694216.39647	1591824.31949	1495499.52911	1404891.35309	1319668.73649	1239519.1925	1164147.80566	1093276.28532	1026642.06692	963997.459023	905108.833885	849755.859655	797730.772162	748837.684471	702891.932392	659719.454236	619156.203143
62865.8619073	1055947.85193	7539579.10572	21456986.6078	42289348.5423	70883240.1749	107493212.065	152069998.711	204334543.304	263828320.932	329954176.914	402011004.011	479223585.698	560768340.549	645795463.837	733447845.205	822877076.483	913256824.585	1003793818.96	1093736685.02	1182382840.94	1269083663.05	1353248114.22	1434345018.46	1511904154.66	1585516330.79	1654832589.45	1719562683.79	1779472951.81	1834383705.89	1884166242.93	1928739570.05	1968066930.21	2002152202.03	2031036238.67	2054793201.86	2073526938.5	2087367440.03	2096467417.26	2100999017.37	2101150703.73	2097124314.1	2089132308.37	2077395212.72	2062139263.79	2043594253.43	2021991572.0	1997562446.17	1970536365.26	1941139689.09	1909594428.69	1876117191.12	1840918278.21	1804200929.57	1766160699.17	1726984955.41	1686852494.38	1645933256.13	1604388134.36	1562368870.0	1520018019.75	1477468990.98	1434846134.96	1392264890.87	1349831973.46	1307645597.93	1265795735.89	1224364396.87	1183425930.5	1143047344.42	1103288634.19	1064203121.15	1025837795.14	988233658.998	951426072.354	915445092.419	880315809.828	846058677.887	812689833.793	780221410.67	748661839.457	718016139.873	688286199.88	659471043.197	631567084.565	604568372.6	578466820.144	553252422.17	528913461.318	505436701.259	482807568.124	461010320.28	440028206.779	419843614.856	400438206.853	381793046.991	363888718.394	346705430.831	330223119.586	314421535.919	299280329.546	284779123.584	270897582.385	257615472.681	244912718.457	232769449.934	221166047.077	210083177.966	199501832.421	189403351.193	179769451.079	170582246.246	161824266.083	153478469.849	145528258.39	137957483.17	130750452.869	123891937.748	117367172.01	111161854.346	105262146.842	99654672.431	94326511.039	89265194.5786	84458700.9216	79895446.9826	75564281.0273	71454474.3155	67555712.1755	63858084.6032	60352076.4678	57028557.4006	53878771.4357	50894326.4658	48067183.5708	45389646.2679	42854349.7336	40454250.0347	38182613.4085	36033005.6236	33999281.4506	32075574.2681	30256285.8269	28536076.1912	26909853.8735	25372766.1772	23920189.7591	22547721.421	21251169.1392	20026543.3361	18870048.401	17778074.461	16747189.4051	15774131.162	14855800.2315	13989252.4674	13171692.1117	12400465.0757	11673052.4654	10987064.3483	10340233.755	9730410.91416	9155557.7124	8613742.37679	8103134.37251	7621999.51084	7168695.26154	6741666.26356	6339440.02824	5960622.82891	5603895.7708	5268011.03538	4951788.29297	4654111.27782	4373924.51972	4110230.2264	3862085.31095	3628598.55882	3408927.92875	3202277.98254	3007897.43808	2825076.84104	2653146.34975	2491473.62896	2339461.84744	2196547.77519	2062199.97566	1935917.08892	1817226.20172	1705681.30026	1600861.80224	1502371.16419	1409835.56086	1322902.63302	1241240.30065	1164535.63827	1092493.8094	1024837.05744	961303.749982	901647.474177
88163.6033104	1485100.35377	10620509.8213	29703152.6053	58329704.3853	97581421.2425	147778517.093	208826678.672	280317130.013	361596165.603	451821845.357	550012154.528	655086403.748	765900875.693	881279408.016	1000039444.53	1121013998.38	1243069917.43	1365122806.74	1486148937.89	1605194454.88	1721382169.36	1833916221.66	1942084868.61	2045261643.37	2142905116.31	2234557470.15	2319842085.55	2398460317.57	2470187626.47	2534869210.74	2592415274.24	2642796044.8	2686036646.62	2722211915.88	2751441235.81	2773883455.93	2789731949.11	2799209850.34	2802565512.0	2800068202.4	2792004067.17	2778672366.81	2760381998.1	2737448302.45	2710190160.07	2678927365.54	2643978277.52	2605657732.94	2564275214.49	2520133258.4	2473526089.07	2424738465.76	2374044726.9	2321708016.7	2267979679.45	2213098806.58	2157291922.37	2100772794.38	2043742355.39	1986388724.27	1928887313.81	1871401014.44	1814080443.3	1757064248.99	1700479463.12	1644441890.41	1589056529.83	1534418019.99	1480611102.69	1427711099.04	1375784393.33	1324888920.19	1275074651.33	1226384078.4	1178852689.27	1132509434.98	1087377185.59	1043473172.96	1000809419.12	959393149.132	919227187.485	880310337.464	842637742.974	806201232.596	770989645.772	736989141.139	704183487.186	672554335.472	642081476.773	612743080.556	584515918.28	557375571.03	531296622.076	506252834.922	482217317.5	459162673.102	437061138.715	415884711.391	395605263.287	376194646.008	357624784.881	339867763.758	322895900.941	306681816.812	291198493.719	276419328.641	262318179.172	248869403.283	236047893.364	223829104.966	212189080.681	201104469.557	190552542.436	180511203.557	170958998.774	161875120.705	153239411.097	145032360.698	137235106.884	129829429.289	122797743.652	116123094.106	109789144.076	103780165.988	98081029.9363	92677191.4655	87554678.6046	82700078.2789	78100522.215	73743672.4447	69617706.5014	65711302.3979	62013623.4613	58514303.097	55203429.5432	52071530.6735	49109558.897	46308876.1996	43661239.3664	41158785.419	38794017.2963	36559789.8052	34449295.8627	32456053.0472	30573890.4737	28796936.0062	27119603.8155	25536582.2906	24042822.3083	22633525.8641	21304135.0663	20050321.4928	18867975.9095	17753198.3473	16702288.5349	15711736.6815	14778214.6052	13898567.2004	13069804.2374	12289092.4881	11553748.1683	10861229.6905	10209130.7183	9595173.51335	9017202.56754	8473178.51074	7961172.28582	7479359.58219	7026015.51896	6599509.56924	6198300.71683	5820932.83689	5466030.29223	5132293.73691	4818496.11908	4523478.87531	4246148.30843	3985472.14158	3740476.24096	3510241.50029	3293900.87992	3090636.59395	2899677.43884	2720296.25726	2551807.53092	2393565.09683	2244959.98093	2105418.34406	1974399.53462	1851394.24319	1735922.75407	1627533.28914	1525800.43961	1430323.68129	1340725.96931	1256652.40844	1177768.99509	1103761.42751	1034333.98071
113614.667048	1921318.86214	13712517.3789	37614149.6962	73535190.3427	122720825.607	185525393.879	261787236.174	350952229.309	452161786.005	564324973.933	686179783.72	816345708.998	953368900.862	1095760777.91	1242030779.76	1390713842.29	1540393105.8	1689718322.24	1837420395.28	1982322461.15	2123347895.02	2259525606.46	2389992966.19	2513996685.18	2630891945.02	2740140057.09	2841304905.15	2934048404.28	3018125186.96	3093376705.31	3159724918.21	3217165711.38	3265762179.94	3305637884.86	3336970178.12	3359983675.8	3374943944.39	3382151452.7	3381935829.97	3374650460.97	3360667439.16	3340372891.54	3314162681.58	3282438490.9	3245604275.36	3204063087.03	3158214250.24	3108450877.23	3055157706.69	2998709247.28	2939468206.81	2877784187.4	2813992626.58	2748413964.19	2681353015.35	2613098530.2	2543922921.73	2474082143.75	2403815701.96	2333346782.06	2262882479.66	2192614118.06	2122717640.52	2053354065.21	1984669991.63	1916798148.42	1849857973.34	1783956217.36	1719187565.18	1655635265.87	1593371767.64	1532459351.72	1472950760.84	1414889818.55	1358312036.13	1303245204.22	1249709967.09	1197720377.45	1147284430.62	1098404576.68	1051078209.95	1005298135.21	961053010.325	918327765.218	877103997.307	837360343.592	799072829.827	762215197.247	726759207.45	692674926.106	659930986.202	628494831.634	598332941.918	569411038.898	541694276.269	515147412.802	489734970.112	465421375.835	442171093.05	419948736.773	398719178.331	378447638.399	359099769.452	340641728.38	323040239.945	306262651.776	290276981.525	275051956.812	260557048.526	246762498.045	233639338.887	221159413.283	209295384.137	198020742.803	187309813.088	177137751.849	167480546.554	158315010.126	149618773.371	141370275.281	133548751.476	126134221.016	119107471.81	112450044.837	106144217.343	100172985.21	94520044.6358	89169773.2792	84107210.9857	79318040.2243	74788566.3314	70505697.6602	66456925.7186	62630305.3722	59014435.178	55598437.9093	52371941.3224	49325059.2108	46448372.7869	43732912.4222	41170139.7783	38751930.3484	36470556.4315	34318670.5544	32289289.3533	30375777.924	28571834.6479	26871476.4962	25269024.8148	23759091.5889	22336566.1847	20996602.5651	19734606.9726	18546226.0747	17427335.5627	16374029.1962	15382608.2843	14449571.5923	13571605.6652	12745575.5566	11968515.9505	11237622.6675	10550244.5403	9903875.65018	9296147.90984	8724823.98319	8187790.52881	7683051.75621	7208723.28328	6763026.28353	6344281.91208	5950905.99942	5581404.00218	5234366.20055	4908463.13207	4602441.25181	4315118.80942	4045381.93344	3792180.91392	3554526.67454	3331487.42556	3122185.48953	2925794.29172	2741535.50756	2568676.35988	2406527.05865	2254438.37653	2111799.35359	1978035.12501	1852604.86561	1734999.84548	1624741.59119	1521380.14729	1424492.43294	1333680.6889	1248571.01035	1168811.96084	1094073.26347	1024044.56508
139265.672533	2367077.03013	16773357.749	45101137.5722	87722827.7469	145981887.545	220231518.891	310217713.13	415223901.425	534176642.228	665732654.522	808352725.889	960364992.051	1120019093.54	1285532282.57	1455128328.87	1627069944.59	1799685367.61	1971389688.94	2140701469.41	2306255158.41	2466809798.3	2621254470.1	2768610908.73	2908033688.12	3038808348.0	3160347805.76	3272187367.5	3373978624.09	3465482489.3	3546561609.75	3617172349.59	3677356527.62	3727233060.12	3766989640.77	3796874567.45	3817188807.2	3828278372.74	3830527068.34	3824349648.85	3810185423.04	3788492321.78	3759741441.81	3724412068.14	3682987170.83	3635949366.73	3583777331.67	3526942645.27	3465907047.34	3401120083.02	3333017112.18	3262017657.73	3188524066.99	3112920460.52	3035571942.64	2956824049.05	2877002407.28	2796412586.96	2715340118.05	2634050656.21	2552790275.95	2471785873.4	2391245662.11	2311359746.19	2232300756.95	2154224539.98	2077270881.23	2001564261.56	1927214630.44	1854318190.63	1782958186.49	1713205689.51	1645120375.78	1578751290.37	1514137594.96	1451309295.08	1390287944.48	1331087324.23	1273714095.03	1218168421.2	1164444565.74	1112531455.68	1062413217.55	1014069683.02	967476864.777	922607403.209	879430984.416	837914730.217	798023561.024	759720532.472	722967146.789	687723639.929	653949245.551	621602436.925	590641147.879	561022973.897	532705354.455	505645737.714	479801728.611	455131221.409	431592517.717	409144430.961	387746378.266	367358460.636	347941532.336	329457260.274	311868174.204	295137708.487	279230236.114	264111095.691	249746611.98	236104110.623	223151927.59	210859413.87	199196935.904	188135872.195	177648606.539	167708518.24	158289969.689	149368291.64	140919766.472	132921609.746	125351950.289	118189809.06	111415077.003	105008492.095	98951615.7526	93226808.766	87817206.911	82706696.3587	77879889.0079	73322097.8415	69019312.4002	64958174.4551	61125953.9522	57510525.2905	54100343.9885	50884423.786	47852314.2217	44994078.718	42300273.203	39761925.29	37370514.0338	35117950.2751	32996557.5844	30999053.8094	29118533.2307	27348449.3242	25682598.1281	24115102.2113	22640395.235	21253207.1009	19948549.6749	18721703.078	17568202.5301	16483825.7361	15464580.7993	14506694.6506	13606601.9758	12760934.6302	11966511.5222	11220328.9529	10519551.396	9861502.70285	9243657.71722	8663634.28567	8119185.648	7608193.19358	7128659.56911	6678702.12373	6256546.67777	5860521.60167	5489052.19192	5140655.33133	4813934.42122	4507574.57343	4220338.05057	3951059.94326	3698644.07336	3462059.11281	3240334.90783	3032558.99877	2837873.32628	2655471.11466	2484593.92378	2324528.86127	2174605.94703	2034195.62229	1902706.39612	1779582.62218	1664302.39921	1556375.58875	1455341.94404	1360769.3443	1272252.12883	1189409.5256	1111884.16937	1039340.70451	971464.467948	907960.247923
165165.461381	2825263.69955	19756336.3518	52087792.1441	100750584.442	167127863.759	251535145.488	353600270.335	472427230.97	606718774.143	754877773.588	915093221.168	1085413624.31	1263809551.31	1448226593.0	1636629758.71	1827040177.16	2017564880.55	2206420385.96	2391950740.36	2572640654.96	2747124318.51	2914190443.68	3072784065.68	3222005576.51	3361107442.05	3489489012.88	3606689802.88	3712381573.49	3806359526.15	3888532870.77	3958915005.2	4017613509.39	4064820128.39	4100800891.02	4125886486.1	4140462994.6	4144963056.09	4139857528.55	4125647684.7	4102857973.46	4072029362.44	4033713267.11	3988466062.85	3936844168.95	3879399687.24	3816676573.28	3749207314.41	3677510085.88	3602086354.69	3523418899.27	3441970212.85	3358181258.15	3272470541.49	3185233475.21	3096841998.45	3007644427.37	2917965507.67	2828106643.59	2738346279.38	2648940410.93	2560123206.81	2472107719.92	2385086672.37	2299233297.95	2214702228.22	2131630409.4	2050138039.04	1970329512.47	1892294370.36	1816108240.03	1741833763.8	1669521509.17	1599210856.0	1530930857.0	1464701068.5	1400532348.97	1338427623.58	1278382613.34	1220386528.13	1164422723.02	1110469317.88	1058499780.38	1008483472.9	960386164.004	914170505.286	869796474.647	827221787.079	786402274.198	747292233.781	709844750.679	674011990.446	639745467.088	606996286.321	575715365.716	545853633.112	517362204.634	490192543.621	464296601.755	439626943.603	416136855.779	393780441.849	372512704.077	352289613.049	333068166.158	314806435.889	297463608.782	281000015.908	265377155.647	250557709.484	236505551.527	223185752.381	210564577.97	198609483.865	187289105.639	176573245.703	166432857.089	156840024.564	147767943.445	139190896.472	131084229.032	123424323.027	116188569.634	109355341.203	102903962.496	96814681.4549	91068639.6777	85647842.7449	80535130.5427	75714147.6969	71169314.226	66885796.5074	62849478.6375	59046934.2577	55465398.9043	52092742.9363	48917445.0828	45928566.6456	43115726.3863	40469076.1198	37979277.031	35637476.728	33435287.0371	31364762.5457	29418379.8907	27589017.7907	25869937.8164	24254765.8893	22737474.5004	21312365.6352	19974054.3924	18717453.2808	17537757.1788	16430428.9387	15391185.6201	14415985.3322	13501014.6678	12642676.7097	11837579.5908	11082525.5889	10374500.7367	9710664.9291	9088342.50795	8505013.30699	7958304.13781	7445980.69947	6965939.89434	6516202.5328	6094906.41041	5700299.74113	5330734.93099	4984662.6768	4660626.37517	4357256.82745	4073267.22687	3807448.41434	3558664.39027	3325848.06983	3107997.26994	2904170.91632	2713485.45988	2535111.49176	2368270.54695	2212232.08696	2066310.65221	1929863.17531	1802286.44694	1683014.72609	1571517.48719	1467297.29674	1369887.81242	1278851.89819	1193779.84894	1114287.71879	1040015.74729	970626.878112	905805.365151	845255.461026	788700.183491	735880.155278
191365.724276	3299381.925	22613312.6724	58508774.0792	112511156.815	185992064.88	279193392.157	391599802.7	522120270.315	669226849.297	831069752.284	1005574778.87	1190526147.96	1383636710.73	1582607016.16	1785174426.7	1989153318.26	2192467293.0	2393174259.71	2589485179.4	2779777224.51	2962602055.31	3136689872.69	3300949862.25	3454467600.03	3596499944.23	3726467892.27	3843947836.34	3948661606.37	4040465645.29	4119339619.73	4185374729.14	4238761938.76	4279780326.65	4308785702.88	4326199628.98	4332498939.45	4328205843.05	4313878660.23	4290103234.85	4257485042.06	4216642000.53	4168197985.6	4112777030.47	4050998194.64	3983471072.57	3910791910.93	3833540299.18	3752276395.85	3667538651.47	3579841988.42	3489676397.97	3397505915.46	3303767935.38	3208872829.85	3113203835.37	3017117174.65	2920942382.54	2824982806.88	2729516257.59	2634795779.05	2541050523.44	2448486704.4	2357288612.53	2267619676.25	2179623553.15	2093425239.0	2009132182.83	1926835398.31	1846610562.84	1768519097.1	1692609218.99	1618916966.98	1547467188.62	1478274491.16	1411344151.75	1346672985.37	1284250169.42	1224058024.18	1166072749.04	1110265114.58	1056601111.06	1005042554.13	955547648.746	908071512.539	862566659.981	818983448.887	777270490.809	737375026.967	699243271.433	662820723.254	628052449.254	594883339.209	563258335.083	533122635.977	504421880.406	477102307.454	451110898.331	426395499.764	402904930.624	380589073.104	359398949.721	339286787.312	320206069.181	302111576.441	284959419.562	268707061.053	253313330.168	238738430.439	224943940.811	211892811.075	199549352.264	187879222.607	176849409.6	166428208.72	156585199.232	147291217.537	138518328.438	130239794.702	122430045.219	115064642.074	108120246.78	101574585.919	95406416.4086	89595490.569	84122521.1815	78969146.6703	74117896.5499	69552157.2498	65256138.4176	61214839.7876	57414018.6881	53840158.2501	50480436.3702	47322695.4685	44355413.0782	41567673.2907	38949139.0776	36490025.5027	34181073.8306	32013526.5369	29979103.2176	28069977.3926	26278754.1956	24598448.9387	23022466.5382	21544581.7856	20158920.4468	18859941.1693	17642418.1783	16501424.7395	15432317.3672	14430720.7536	13492513.399	12613813.9162	11790967.9881	11020535.9541	10299281.002	9624157.9421	8992302.54144	8401021.3943	7847782.3081	7330205.1823	6846053.35941	6393225.42733	5969747.45303	5573765.62798	5203539.30652	4857434.41872	4533917.24017	4231548.50149	3948977.82127	3684938.44636	3438242.2845	3207775.21453	2992492.66009	2791415.41353	2603625.6969	2428263.44795	2264522.81904	2111648.87799	1968934.49997	1835717.44014	1711377.57734	1595334.31958	1487044.16228	1385998.39102	1291720.92066	1203766.26334	1121717.61795	1045185.07444	973803.926189	907233.084566	845153.589542	787267.211014	733295.135504	682976.733292	636068.40128	592342.477148	551586.220597
217921.719976	3793860.78819	25303976.1619	64320704.058	122947622.994	202500361.689	303113652.28	424106269.212	564179231.76	721570020.195	894180665.687	1079685886.25	1275624576.12	1479476866.93	1688728448.32	1900923539.87	2113707726.15	2324861748.63	2532327262.74	2734225501.04	2928869723.78	3114772282.76	3290647069.2	3455408061.12	3608164629.83	3748214208.68	3875032870.99	3988264307.95	4087707643.15	4173304467.5	4245125427.85	4303356655.38	4348286275.29	4380291198.26	4399824356.85	4407402516.14	4403594757.3	4389011706.4	4364295557.02	4330110914.93	4287136475.95	4236057533.58	4177559300.69	4112321020.22	4041010831.93	3964281356.4	3882765953.29	3797075607.99	3707796399.0	3615487497.8	3520679653.14	3423874112.4	3325541934.1	3226123647.69	3126029218.45	3025638278.3	2925300585.3	2825336677.77	2726038691.3	2627671309.78	2530472824.13	2434656275.01	2340410658.33	2247902174.34	2157275503.97	2068655097.39	1982146462.26	1897837440.7	1815799465.55	1736088788.19	1658747671.48	1583805542.36	1511280100.29	1441178377.98	1373497752.45	1308226904.62	1245346726.62	1184831176.59	1126648081.07	1070759885.57	1017124354.41	965695220.899	916422789.557	869254491.861	824135397.504	781008683.024	739816059.852	700498163.848	662994908.395	627245803.169	593190240.641	560767752.358	529918237.008	500582162.207	472700741.883	446216091.086	421071359.937	397210848.391	374580103.382	353125999.856	332796807.095	313542241.675	295313508.295	278063329.678	261745966.606	246317229.142	231734479.964	217956630.713	204944132.156	192658958.92	181064589.489	170125982.105	159809547.139	150083116.485	140915910.444	132278502.542	124142782.684	116481919.001	109270318.709	102483588.283	96098493.1828	90092917.389	84445822.9289	79137209.5862	74148074.9486	69460374.9299	65056984.8854	60921661.4243	57039005.0031	53394423.3734	49974095.9444	46764939.1073	43754572.5601	40931286.6619	38284010.8366	35802283.0399	33476220.2958	31296490.3038	29254284.1132	27341289.8548	25549667.5192	23872024.7654	22301393.7409	20831208.8932	19455285.7497	18167800.6417	16963271.3461	15836538.6192	14782748.5941	13797336.0135	12876008.2709	12014730.2296	11209709.7923	10457384.1921	9754406.9773	9097635.66071	8484120.00786	7911090.93565	7375949.99554	6876259.41568	6409732.67646	5974225.59543	5567727.89763	5188355.2485	4834341.72727	4504032.71921	4195878.20626	3908426.4362	3640317.95107	3390279.95672	3157121.01579	2939726.04721	2737051.6163	2548121.49975	2372022.51111	2207900.57233	2054957.01833	1912445.12149	1779666.82413	1655969.6673	1540743.90488	1433419.79253	1333465.04156	1240382.42835	1153707.55029	1073006.71983	997874.988546	927934.29373	862831.720193	802237.870541	745845.337465	693367.271975	644536.04182	599101.974677	556832.180983	517509.451581	480931.225624	446908.624431	415265.547264	385837.82519
244893.116111	4314583.30043	27797824.2898	69502258.9604	132049927.218	216662300.82	323337156.263	451208170.749	598759041.155	763992429.845	944570314.272	1137932019.29	1341393497.66	1552230331.69	1767746375.93	1985329644.36	2202496849.21	2416927866.24	2626491303.12	2829262267.82	3023533361.74	3207819853.91	3380859924.51	3541610797.29	3689241511.56	3823123015.11	3942816190.5	4048058359.93	4138748748.21	4214933320.68	4276789353.9	4324610041.0	4358789382.59	4379807567.03	4388217001.5	4384629117.4	4369702039.88	4344129182.29	4308628800.87	4263934523.59	4210786849.09	4149925596.81	4082083277.52	4007979344.23	3928315276.18	3843770443.84	3754998699.23	3662625634.25	3567246448.95	3469424372.05	3369689577.23	3268538540.82	3166433788.45	3063803981.56	2961044297.14	2858517057.88	2756552572.58	2655450150.54	2555479256.62	2456880776.9	2359868368.16	2264629867.12	2171328738.29	2080105541.9	1991079405.87	1904349487.92	1819996416.04	1738083697.6	1658659088.81	1581755917.99	1507394357.44	1435582639.93	1366318216.96	1299588856.73	1235373680.92	1173644139.65	1114364925.11	1057494824.38	1002987512.78	950792289.208	900854755.387	853117440.936	807520376.666	764001618.358	722497723.517	682944183.595	645275814.211	609427105.883	575332537.774	542926856.879	512145325.061	482923936.233	455199605.927	428910335.386	403995352.225	380395229.619	358051985.852	336909165.984	316911907.273	298006989.905	280142874.471	263269727.539	247339436.59	232305615.468	218123601.435	204750444.825	192144892.215	180267363.952	169079926.827	158546262.571	148631632.848	139302841.308	130528193.24	122277453.295	114521801.722	107233789.489	100387292.638	93957466.1854	87920697.8394	82254561.7661	76937772.6237	71950140.0426	67272523.7141	62886789.2196	58775764.7204	54923198.6025	51313718.1589	47932789.3738	44766677.8622	41802411.004	39027741.3025	36431110.9863	34001617.8666	31728982.4534	29603516.3273	27616091.7585	25758112.5601	24021486.1568	22398596.8481	20882280.2418	19465798.8295	18142818.6764	16907387.1932	15753911.9585	14677140.5584	13672141.4092	12734285.5291	11859229.2239	11042897.6526	10281469.2382	9571360.88955	8909214.0003	8291881.19278	7716413.77314	7180049.86681	6680203.20286	6214452.51745	5780531.5468	5376319.5817	4999832.55579	4649214.64145	4322730.32769	4018756.95548	3735777.68701	3472374.88626	3227223.88908	2999087.14225	2786808.69136	2589308.99886	2405580.0739	2234680.89692	2075733.1224	1927917.04418	1790467.80843	1662671.86024	1543863.61019	1433422.30834	1330769.11347	1235364.34611	1146704.91452	1064321.90339	987778.315454	916666.956946	850608.458096	789249.420576	732260.684098	679335.704867	630189.039019	584554.924542	542185.955558	502851.843219	466338.257774	432445.746719	400988.724212	371794.527248	344702.534339	319563.342714	296238.00029	274597.288889	254521.055401
